avg_rating,num_ratings,year_published,book_review_count,author_num_unique_books,kindle_price,genre_20th-century,genre_21st-century,genre_abuse,genre_academic,genre_activism,genre_adoption,genre_adult,genre_adult-fiction,genre_adventure,genre_africa,genre_african-american,genre_alcohol,genre_amazon,genre_american,genre_ancient,genre_ancient-history,genre_animals,genre_anthologies,genre_anthropology,genre_anti-racist,genre_art,genre_art-design,genre_atheism,genre_audiobook,genre_australia,genre_autobiography,genre_basketball,genre_biblical,genre_biography,genre_biography-memoir,genre_biology,genre_book-club,genre_books-about-books,genre_brain,genre_british-literature,genre_buddhism,genre_buisness,genre_business,genre_canada,genre_catholic,genre_chess,genre_chick-lit,genre_childrens,genre_china,genre_christian,genre_christian-fiction,genre_christian-living,genre_christian-non-fiction,genre_christianity,genre_church,genre_classics,genre_collections,genre_college,genre_comedy,genre_comics,genre_communication,genre_computer-science,genre_contemporary,genre_cookbooks,genre_cooking,genre_counselling,genre_crafts,genre_crime,genre_cultural,genre_death,genre_denmark,genre_design,genre_diets,genre_divorce,genre_drama,genre_drawing,genre_eastern-philosophy,genre_ecology,genre_economics,genre_education,genre_emotion,genre_entrepreneurship,genre_environment,genre_esoterica,genre_essays,genre_evolution,genre_fables,genre_faith,genre_family,genre_fantasy,genre_fashion,genre_fat,genre_fat-acceptance,genre_female-authors,genre_feminism,genre_fiction,genre_finance,genre_fitness,genre_food,genre_food-writing,genre_foodie,genre_france,genre_games,genre_gender,genre_gender-studies,genre_german-literature,genre_goddess,genre_google,genre_graphic-novels,genre_graphic-novels-comics,genre_green,genre_health,genre_hinduism,genre_historical,genre_historical-fiction,genre_historical-romance,genre_history,genre_holocaust,genre_home-economics,genre_horror,genre_how-to,genre_human-development,genre_human-resources,genre_humanities,genre_humor,genre_india,genre_indian-literature,genre_indonesian-literature,genre_inspirational,genre_internet,genre_islam,genre_italian-literature,genre_italy,genre_japan,genre_japanese-literature,genre_jewish,genre_journal,genre_journaling,genre_judaism,genre_kids,genre_language,genre_law,genre_lds,genre_lds-non-fiction,genre_leadership,genre_lgbt,genre_linguistics,genre_literary-criticism,genre_literature,genre_love,genre_magic,genre_management,genre_manga,genre_marriage,genre_martial-arts,genre_mathematics,genre_medical,genre_medicine,genre_memoir,genre_mental-health,genre_mental-illness,genre_metaphysics,genre_middle-grade,genre_military-fiction,genre_money,genre_money-management,genre_music,genre_mystery,genre_mythology,genre_nature,genre_neuroscience,genre_new-adult,genre_new-age,genre_non-fiction,genre_novels,genre_nutrition,genre_outdoors,genre_own,genre_paganism,genre_parenting,genre_personal-development,genre_personal-finance,genre_philosophy,genre_photography,genre_physics,genre_picture-books,genre_poetry,genre_political-science,genre_politics,genre_polyamory,genre_pop-culture,genre_popular-science,genre_prayer,genre_productivity,genre_programming,genre_psychiatry,genre_psychoanalysis,genre_psychology,genre_queer,genre_race,genre_read-for-school,genre_reference,genre_relationships,genre_religion,genre_research,genre_roman,genre_romance,genre_scandinavian-literature,genre_school,genre_science,genre_science-nature,genre_self-help,genre_sewing,genre_sexuality,genre_short-stories,genre_social,genre_social-justice,genre_social-media,genre_social-science,genre_social-work,genre_society,genre_sociology,genre_software,genre_space,genre_spirituality,genre_sports,genre_students,genre_sustainability,genre_sweden,genre_swedish-literature,genre_taoism,genre_teaching,genre_technical,genre_technology,genre_teen,genre_textbooks,genre_theology,genre_travel,genre_true-crime,genre_urban-planning,genre_vegan,genre_war,genre_womens,genre_womens-studies,genre_world-war-ii,genre_writing,genre_young-adult,genre_zen,sum_genres,genre_audiobook_percent,genre_business_percent,genre_health_percent,genre_leadership_percent,genre_mental-health_percent,genre_non-fiction_percent,genre_personal-development_percent,genre_philosophy_percent,genre_productivity_percent,genre_psychology_percent,genre_relationships_percent,genre_science_percent,genre_self-help_percent,genre_spirituality_percent,ratings_per_month_since_published,reviews_per_month_since_published
4.07,7891,1989.0,222.0,24.0,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,5,66,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,459,0.0,0.0,0.0,0.0,0.0,0.19607843137254902,0.017429193899782137,0.0,0.0,0.28104575163398693,0.1437908496732026,0.0,0.26143790849673204,0.0,21.212365591397848,0.5967741935483871
4.04,2254,2001.0,173.0,24.0,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,58,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0.0,0.0,0.0,0.0,0.013186813186813187,0.24175824175824176,0.05714285714285714,0.0,0.0,0.24615384615384617,0.12747252747252746,0.0,0.23296703296703297,0.0,9.885964912280702,0.7587719298245614
3.96,1240,2004.0,106.0,24.0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,6,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0.0,0.0,0.04020100502512563,0.0,0.02512562814070352,0.22613065326633167,0.020100502512562814,0.0,0.0,0.27638190954773867,0.03015075376884422,0.0,0.33668341708542715,0.0,6.458333333333333,0.5520833333333334
4.03,4779,2014.0,554.0,8.0,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,19,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0.03479576399394856,0.0,0.3691376701966717,0.0,0.0,0.2692889561270802,0.059001512859304085,0.0,0.01664145234493192,0.009077155824508321,0.0,0.028744326777609682,0.19062027231467474,0.0,66.375,7.694444444444445
4.27,9573,2006.0,1590.0,13.0,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,23,30,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,42,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0.0,0.08157524613220815,0.0,0.14486638537271448,0.0,0.2630098452883263,0.04219409282700422,0.05063291139240506,0.0,0.0829817158931083,0.05907172995780591,0.0,0.2180028129395218,0.0,56.982142857142854,9.464285714285714
3.31,1208,2015.0,219.0,5.0,21.99,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0.06626506024096386,0.0963855421686747,0.0,0.0,0.0,0.3433734939759036,0.04216867469879518,0.0,0.12650602409638553,0.018072289156626505,0.0,0.0,0.26506024096385544,0.0,20.133333333333333,3.65
4.09,2090,2014.0,166.0,4.0,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0.0,0.05371900826446281,0.0,0.0,0.0,0.2768595041322314,0.1446280991735537,0.0,0.028925619834710745,0.0,0.0,0.0,0.2024793388429752,0.04132231404958678,29.02777777777778,2.3055555555555554
4.26,2686,2015.0,290.0,2.0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,41,0,0,148,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,40,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0.019138755980861243,0.0,0.06698564593301436,0.0,0.08771929824561403,0.23604465709728867,0.02711323763955343,0.0,0.0,0.2583732057416268,0.0,0.06379585326953748,0.15789473684210525,0.0,44.766666666666666,4.833333333333333
3.91,4312,2015.0,357.0,3.0,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,26,0,0,0,0,0,0,0,0,96,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0.028735632183908046,0.08812260536398467,0.0,0.03065134099616858,0.0,0.23563218390804597,0.06321839080459771,0.0,0.0,0.23563218390804597,0.04980842911877394,0.0,0.1839080459770115,0.0,71.86666666666666,5.95
3.82,1192,2014.0,189.0,2.0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0.0,0.07373271889400922,0.018433179723502304,0.027649769585253458,0.0,0.31797235023041476,0.10599078341013825,0.0,0.05069124423963134,0.1152073732718894,0.0,0.0,0.2764976958525346,0.0,16.555555555555557,2.625
4.08,4603,2013.0,564.0,10.0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,61,0,0,0,5,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0.026737967914438502,0.023172905525846704,0.0142602495543672,0.0,0.0,0.28520499108734404,0.10873440285204991,0.0,0.10873440285204991,0.10873440285204991,0.0,0.0,0.3065953654188948,0.0,54.79761904761905,6.714285714285714
4.31,2354,2015.0,200.0,3.0,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,19,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,21,0,0,0,0,0,18,0,70,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0.0,0.0,0.026881720430107527,0.0,0.0,0.17562724014336917,0.034050179211469536,0.1111111111111111,0.0,0.15591397849462366,0.0,0.03225806451612903,0.12544802867383512,0.14516129032258066,39.233333333333334,3.3333333333333335
3.93,5320,2014.0,398.0,3.0,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0.026690391459074734,0.49110320284697506,0.0,0.026690391459074734,0.0,0.1708185053380783,0.04804270462633452,0.0,0.05338078291814947,0.033807829181494664,0.0,0.0,0.0800711743772242,0.0,73.88888888888889,5.527777777777778
3.95,10686,2006.0,1341.0,14.0,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,62,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,91,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,0.022123893805309734,0.0,0.1675094816687737,0.0,0.0,0.32616940581542353,0.01643489254108723,0.0,0.0,0.11757269279393173,0.0,0.05752212389380531,0.0632111251580278,0.0,63.607142857142854,7.982142857142857
4.05,604,2006.0,26.0,25.0,9.99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,4,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0.0,0.0,0.055900621118012424,0.0,0.06832298136645963,0.14285714285714285,0.031055900621118012,0.0,0.0,0.2360248447204969,0.024844720496894408,0.0,0.39751552795031053,0.0,3.5952380952380953,0.15476190476190477
4.53,8825,1995.0,1178.0,7.0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,18,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,855,0.0,0.0,0.3064327485380117,0.0,0.0,0.3672514619883041,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.05263157894736842,0.0,29.416666666666668,3.9266666666666667
4.1,6651,1998.0,760.0,9.0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,14,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0.0,0.0,0.0,0.0,0.014623172103487065,0.1968503937007874,0.0,0.0,0.0,0.07311586051743532,0.0,0.0,0.05736782902137233,0.0,25.193181818181817,2.878787878787879
3.99,917,1991.0,94.0,15.0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,3,17,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0.0,0.0,0.012048192771084338,0.0,0.060240963855421686,0.1686746987951807,0.04819277108433735,0.0,0.0,0.3072289156626506,0.10240963855421686,0.0,0.2710843373493976,0.0,2.6350574712643677,0.27011494252873564
3.68,979,2015.0,113.0,22.0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0.0,0.25,0.0,0.05714285714285714,0.0,0.24642857142857144,0.08571428571428572,0.0,0.060714285714285714,0.02857142857142857,0.0,0.0,0.19285714285714287,0.0,16.316666666666666,1.8833333333333333
